연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
1439,2,204,을지로4가(2),2024-06,787681
1440,2,205,동대문역사문화공원(2),2024-06,990785
1441,2,206,신당(2),2024-06,878743
1442,2,207,상왕십리,2024-06,816094
1443,2,208,왕십리(2),2024-06,880990
1444,2,209,한양대,2024-06,663050
1445,2,210,뚝섬,2024-06,1458260
1446,2,211,성수,2024-06,2555429
1447,2,212,건대입구(2),2024-06,2242803
1448,2,213,구의,2024-06,1392516
1449,2,214,강변,2024-06,1760420
1450,2,215,잠실나루,2024-06,825264
1451,2,216,잠실(2),2024-06,4592601
1452,2,217,잠실새내,2024-06,1383234
1453,2,218,종합운동장(2),2024-06,1131030
1454,2,219,삼성,2024-06,3067900
1455,2,220,선릉,2024-06,2842670
1456,2,221,역삼,2024-06,2756465
1457,2,222,강남,2024-06,4392215
1458,2,223,교대(2),2024-06,1858758
1459,2,224,서초,2024-06,1217055
1460,2,225,방배,2024-06,967420
1461,2,226,사당(2),2024-06,2508598
1462,2,227,낙성대,2024-06,1578464
1463,2,228,서울대입구,2024-06,2616190
1464,2,229,봉천,2024-06,1346120
1465,2,230,신림,2024-06,3125772
1466,2,231,신대방,2024-06,1454750
1467,2,232,구로디지털단지,2024-06,3135663
1468,2,233,대림(2),2024-06,1444112
1469,2,234,신도림,2024-06,2952441
1470,2,235,문래,2024-06,1277384
1471,2,236,영등포구청(2),2024-06,1244098
1472,2,237,당산,2024-06,1095012
1473,2,238,합정(2),2024-06,1993437
1474,2,239,홍대입구,2024-06,4461248
1475,2,240,신촌,2024-06,2244641
1476,2,241,이대,2024-06,995649
1477,2,242,아현,2024-06,614609
1478,2,243,충정로(2),2024-06,577958
1479,2,244,용답,2024-06,181108
1480,2,245,신답,2024-06,98723
1481,2,246,신설동(2),2024-06,225411
1482,2,247,도림천,2024-06,77203
1483,2,248,양천구청,2024-06,404464
1484,2,249,신정네거리,2024-06,594273
1485,2,250,용두,2024-06,148286
1486,3,309,지축,2024-06,435932
1487,3,310,구파발,2024-06,1247389
1488,3,311,연신내(3),2024-06,1945718
1489,3,312,불광(3),2024-06,1008531
1490,3,313,녹번,2024-06,833914
1491,3,314,홍제,2024-06,1027090
1492,3,315,무악재,2024-06,254227
1493,3,316,독립문,2024-06,471314
1494,3,317,경복궁,2024-06,1464852
1495,3,318,안국,2024-06,1590932
1496,3,319,종로3가(3),2024-06,701314
1497,3,320,을지로3가(3),2024-06,646058
1498,3,322,동대입구,2024-06,641987
1499,3,323,약수(3),2024-06,738556
1500,3,324,금호,2024-06,446344
1501,3,325,옥수,2024-06,539271
1502,3,326,압구정,2024-06,1823657
1503,3,327,신사,2024-06,1609981
1504,3,328,잠원,2024-06,290150
1505,3,329,고속터미널(3),2024-06,2968598
1506,3,330,교대(3),2024-06,736985
1507,3,331,남부터미널,2024-06,1709403
1508,3,332,양재,2024-06,2117564
1509,3,333,매봉,2024-06,673504
1510,3,334,도곡,2024-06,331584
1511,3,335,대치,2024-06,693728
1512,3,336,학여울,2024-06,145678
1513,3,337,대청,2024-06,592156
1514,3,338,일원,2024-06,596063
1515,3,339,수서,2024-06,1096994
1516,3,340,가락시장(3),2024-06,514678
1517,3,341,경찰병원,2024-06,417564
1518,3,342,오금(3),2024-06,354860
1519,4,409,불암산,2024-06,540911
1520,4,410,상계,2024-06,1081681
1521,4,411,노원(4),2024-06,1786195
1522,4,412,창동,2024-06,1585721
1523,4,413,쌍문,2024-06,1619722
1524,4,414,수유,2024-06,1958019
1525,4,415,미아,2024-06,883744
1526,4,416,미아사거리,2024-06,1537848
1527,4,417,길음,2024-06,1233435
1528,4,418,성신여대입구,2024-06,1274230
1529,4,419,한성대입구,2024-06,823540
1530,4,420,혜화,2024-06,2063546
1531,4,421,동대문(4),2024-06,1177081
1532,4,422,동대문역사문화공원(4),2024-06,1070210
1533,4,423,충무로(4),2024-06,1716481
1534,4,424,명동,2024-06,2082638
1535,4,425,회현,2024-06,1604116
1536,4,426,서울역(4),2024-06,1005497
1537,4,427,숙대입구,2024-06,860186
1538,4,428,삼각지(4),2024-06,407288
1539,4,429,신용산,2024-06,1178838
1540,4,430,이촌,2024-06,556774
1541,4,431,동작,2024-06,137007
1542,4,432,이수(총신대입구),2024-06,1173088
1543,4,433,사당(4),2024-06,1493077
1544,4,434,남태령,2024-06,79144
1545,5,2511,방화,2024-06,400571
1546,5,2512,개화산,2024-06,341733
1547,5,2513,김포공항(5),2024-06,531221
1548,5,2514,송정,2024-06,365066
1549,5,2515,마곡,2024-06,669823
1550,5,2516,발산,2024-06,1297134
1551,5,2517,우장산,2024-06,842492
1552,5,2518,화곡,2024-06,1572709
1553,5,2519,까치산(5),2024-06,1568097
1554,5,2520,신정,2024-06,695247
1555,5,2521,목동,2024-06,968542
1556,5,2522,오목교,2024-06,1238144
1557,5,2523,양평(5),2024-06,412514
1558,5,2524,영등포구청(5),2024-06,264170
1559,5,2525,영등포시장,2024-06,674811
1560,5,2526,신길(5),2024-06,283678
1561,5,2527,여의도(5),2024-06,1611501
1562,5,2528,여의나루,2024-06,939757
1563,5,2529,마포,2024-06,812015
1564,5,2530,공덕(5),2024-06,812228
1565,5,2531,애오개,2024-06,379126
1566,5,2532,충정로(5),2024-06,254832
1567,5,2533,서대문,2024-06,1063897
1568,5,2534,광화문,2024-06,1865664
1569,5,2535,종로3가(5),2024-06,954549
1570,5,2536,을지로4가(5),2024-06,357753
1571,5,2537,동대문역사문화공원(5),2024-06,180375
1572,5,2538,청구(5),2024-06,217481
1573,5,2539,신금호,2024-06,381704
1574,5,2540,행당,2024-06,435412
1575,5,2541,왕십리(5),2024-06,291519
1576,5,2542,마장,2024-06,328908
1577,5,2543,답십리,2024-06,901175
1578,5,2544,장한평,2024-06,1091430
1579,5,2545,군자(5),2024-06,706299
1580,5,2546,아차산,2024-06,884995
1581,5,2547,광나루,2024-06,777923
1582,5,2548,천호(5),2024-06,1145089
1583,5,2549,강동,2024-06,1022174
1584,5,2550,길동,2024-06,488483
1585,5,2551,굽은다리,2024-06,562179
1586,5,2552,명일,2024-06,524353
1587,5,2553,고덕,2024-06,602186
1588,5,2554,상일동,2024-06,813405
1589,5,2555,둔촌동,2024-06,520142
1590,5,2556,올림픽공원(5),2024-06,363613
1591,5,2557,방이,2024-06,431654
1592,5,2558,오금(5),2024-06,205619
1593,5,2559,개롱,2024-06,382935
1594,5,2560,거여,2024-06,568398
1595,5,2561,마천,2024-06,415205
1596,5,2562,강일,2024-06,337697
1597,5,2563,미사,2024-06,1043540
1598,5,2564,하남풍산,2024-06,262154
1599,5,2565,하남시청,2024-06,486194
1600,5,2566,하남검단산,2024-06,392499
1601,6,2611,응암,2024-06,1015282
1602,6,2612,역촌,2024-06,240484
1603,6,2613,불광(6),2024-06,275172
1604,6,2614,독바위,2024-06,168148
1605,6,2616,구산,2024-06,422835
1606,6,2617,새절,2024-06,714370
1607,6,2618,증산,2024-06,569267
1608,6,2619,디지털미디어시티(6),2024-06,852349
1609,6,2620,월드컵경기장,2024-06,431086
1610,6,2621,마포구청,2024-06,795853
1611,6,2622,망원,2024-06,949858
1612,6,2623,합정(6),2024-06,803248
1613,6,2624,상수,2024-06,645651
1614,6,2625,광흥창,2024-06,523663
1615,6,2626,대흥,2024-06,550366
1616,6,2627,공덕(6),2024-06,1043776
1617,6,2628,효창공원앞,2024-06,406347
1618,6,2629,삼각지(6),2024-06,446592
1619,6,2630,녹사평,2024-06,331145
1620,6,2631,이태원,2024-06,756814
1621,6,2632,한강진,2024-06,676480
1622,6,2633,버티고개,2024-06,126198
1623,6,2634,약수(6),2024-06,215320
1624,6,2635,청구(6),2024-06,219704
1625,6,2636,신당(6),2024-06,504293
1626,6,2637,동묘앞(6),2024-06,520040
1627,6,2638,창신,2024-06,188533
1628,6,2639,보문,2024-06,443327
1629,6,2640,안암,2024-06,714061
1630,6,2641,고려대,2024-06,497952
1631,6,2642,월곡,2024-06,675722
1632,6,2643,상월곡,2024-06,367973
1633,6,2644,돌곶이,2024-06,562666
1634,6,2645,석계(6),2024-06,726239
1635,6,2646,태릉입구(6),2024-06,360130
1636,6,2647,화랑대,2024-06,618172
1637,6,2648,봉화산,2024-06,496017
1638,7,2711,장암,2024-06,122420
1639,7,2712,도봉산(7),2024-06,587916
1640,7,2713,수락산,2024-06,727769
1641,7,2714,마들,2024-06,726779
1642,7,2715,노원(7),2024-06,1472412
1643,7,2716,중계,2024-06,815788
1644,7,2717,하계,2024-06,1000358
1645,7,2718,공릉,2024-06,693061
1646,7,2719,태릉입구(7),2024-06,526668
1647,7,2720,먹골,2024-06,586837
1648,7,2721,중화,2024-06,601282
1649,7,2722,상봉(7),2024-06,994823
1650,7,2723,면목,2024-06,856538
1651,7,2724,사가정,2024-06,928196
1652,7,2725,용마산,2024-06,349827
1653,7,2726,중곡,2024-06,601348
1654,7,2727,군자(7),2024-06,796950
1655,7,2728,어린이대공원,2024-06,975059
1656,7,2729,건대입구(7),2024-06,817125
1657,7,2730,자양,2024-06,760736
1658,7,2731,청담,2024-06,1071622
1659,7,2732,강남구청,2024-06,919649
1660,7,2733,학동,2024-06,1263606
1661,7,2734,논현,2024-06,1015879
1662,7,2735,반포,2024-06,366038
1663,7,2736,고속터미널(7),2024-06,949279
1664,7,2737,내방,2024-06,812364
1665,7,2738,이수(7),2024-06,944367
1666,7,2739,남성,2024-06,649899
1667,7,2740,숭실대입구,2024-06,799297
1668,7,2741,상도,2024-06,686658
1669,7,2742,장승배기,2024-06,519904
1670,7,2743,신대방삼거리,2024-06,836662
1671,7,2744,보라매,2024-06,394700
1672,7,2745,신풍,2024-06,637578
1673,7,2746,대림(7),2024-06,559103
1674,7,2747,남구로,2024-06,820349
1675,7,2748,가산디지털단지(7),2024-06,2209408
1676,7,2749,철산,2024-06,1228834
1677,7,2750,광명사거리,2024-06,1158945
1678,7,2751,천왕,2024-06,637694
1679,7,2752,온수(7),2024-06,543144
1680,8,2811,암사,2024-06,1004693
1681,8,2812,천호(8),2024-06,940439
1682,8,2813,강동구청,2024-06,589401
1683,8,2814,몽촌토성,2024-06,403278
1684,8,2815,잠실(8),2024-06,1047046
1685,8,2816,석촌(8),2024-06,506027
1686,8,2817,송파,2024-06,532442
1687,8,2818,가락시장(8),2024-06,466871
1688,8,2819,문정,2024-06,1162696
1689,8,2820,장지,2024-06,940855
1690,8,2821,복정(8),2024-06,512665
1691,8,2822,산성,2024-06,376938
1692,8,2823,남한산성입구,2024-06,747282
1693,8,2824,단대오거리,2024-06,679349
1694,8,2825,신흥,2024-06,305056
1695,8,2826,수진,2024-06,316392
1696,8,2827,모란(8),2024-06,280739
1697,8,2828,남위례,2024-06,419095
1698,9,4126,언주,2024-06,373372
1699,9,4127,선정릉,2024-06,315607
1700,9,4128,삼성중앙,2024-06,249908
1701,9,4129,봉은사,2024-06,727652
1702,9,4130,종합운동장(9),2024-06,184257
1703,9,4131,삼전,2024-06,281351
1704,9,4132,석촌고분,2024-06,251412
1705,9,4133,석촌(9),2024-06,342828
1706,9,4134,송파나루,2024-06,210314
1707,9,4135,한성백제,2024-06,118308
1708,9,4136,올림픽공원(9),2024-06,289994
1709,9,4137,둔촌오륜,2024-06,49792
1710,9,4138,중앙보훈병원,2024-06,390928
1711,1,150,서울역(1),2024-07,3233890
1712,1,151,시청(1),2024-07,1493692
1713,1,152,종각,2024-07,2281088
1714,1,153,종로3가(1),2024-07,1460986
1715,1,154,종로5가,2024-07,1386945
1716,1,155,동대문(1),2024-07,707983
1717,1,156,신설동(1),2024-07,842039
1718,1,157,제기동,2024-07,987941
1719,1,158,청량리,2024-07,1348113
1720,1,159,동묘앞(1),2024-07,595875
1721,2,201,시청(2),2024-07,1523140
1722,2,202,을지로입구,2024-07,2962373
1723,2,203,을지로3가(2),2024-07,1497405
1724,2,204,을지로4가(2),2024-07,842909
1725,2,205,동대문역사문화공원(2),2024-07,1029510
1726,2,206,신당(2),2024-07,913217
1727,2,207,상왕십리,2024-07,866509
1728,2,208,왕십리(2),2024-07,901917
1729,2,209,한양대,2024-07,526275
1730,2,210,뚝섬,2024-07,1502529
1731,2,211,성수,2024-07,2732880
1732,2,212,건대입구(2),2024-07,2219780
1733,2,213,구의,2024-07,1473114
1734,2,214,강변,2024-07,1797535
1735,2,215,잠실나루,2024-07,885424
1736,2,216,잠실(2),2024-07,4893965
1737,2,217,잠실새내,2024-07,1447686
1738,2,218,종합운동장(2),2024-07,973347
1739,2,219,삼성,2024-07,3409348
1740,2,220,선릉,2024-07,3193040
1741,2,221,역삼,2024-07,3196800
1742,2,222,강남,2024-07,4901155
1743,2,223,교대(2),2024-07,2009249
1744,2,224,서초,2024-07,1282284
1745,2,225,방배,2024-07,922847
1746,2,226,사당(2),2024-07,2574249
1747,2,227,낙성대,2024-07,1654702
1748,2,228,서울대입구,2024-07,2741979
1749,2,229,봉천,2024-07,1423776
1750,2,230,신림,2024-07,3271703
1751,2,231,신대방,2024-07,1504956
1752,2,232,구로디지털단지,2024-07,3377742
1753,2,233,대림(2),2024-07,1480198
1754,2,234,신도림,2024-07,3046600
1755,2,235,문래,2024-07,1385191
1756,2,236,영등포구청(2),2024-07,1337671
1757,2,237,당산,2024-07,1132998
1758,2,238,합정(2),2024-07,2076886
1759,2,239,홍대입구,2024-07,4680224
1760,2,240,신촌,2024-07,2309341
1761,2,241,이대,2024-07,961970
1762,2,242,아현,2024-07,637260
1763,2,243,충정로(2),2024-07,622275
1764,2,244,용답,2024-07,180784
1765,2,245,신답,2024-07,104997
1766,2,246,신설동(2),2024-07,225893
1767,2,247,도림천,2024-07,85166
1768,2,248,양천구청,2024-07,422955
1769,2,249,신정네거리,2024-07,619417
1770,2,250,용두,2024-07,155045
1771,3,309,지축,2024-07,457699
1772,3,310,구파발,2024-07,1314408
1773,3,311,연신내(3),2024-07,2013502
1774,3,312,불광(3),2024-07,1039337
1775,3,313,녹번,2024-07,868731
1776,3,314,홍제,2024-07,1040625
1777,3,315,무악재,2024-07,266455
1778,3,316,독립문,2024-07,457215
1779,3,317,경복궁,2024-07,1405824
1780,3,318,안국,2024-07,1586227
1781,3,319,종로3가(3),2024-07,721063
1782,3,320,을지로3가(3),2024-07,695657
1783,3,322,동대입구,2024-07,610031
1784,3,323,약수(3),2024-07,773413
1785,3,324,금호,2024-07,470507
1786,3,325,옥수,2024-07,550307
1787,3,326,압구정,2024-07,1977614
1788,3,327,신사,2024-07,1711974
1789,3,328,잠원,2024-07,303269
1790,3,329,고속터미널(3),2024-07,2979237
1791,3,330,교대(3),2024-07,796364
1792,3,331,남부터미널,2024-07,1792504
1793,3,332,양재,2024-07,2251368
1794,3,333,매봉,2024-07,739027
1795,3,334,도곡,2024-07,346131
1796,3,335,대치,2024-07,759257
1797,3,336,학여울,2024-07,137397
1798,3,337,대청,2024-07,626180
1799,3,338,일원,2024-07,637965
1800,3,339,수서,2024-07,1135984
1801,3,340,가락시장(3),2024-07,531994
1802,3,341,경찰병원,2024-07,458517
1803,3,342,오금(3),2024-07,374948
1804,4,409,불암산,2024-07,557262
1805,4,410,상계,2024-07,1120337
1806,4,411,노원(4),2024-07,1836427
1807,4,412,창동,2024-07,1634621
1808,4,413,쌍문,2024-07,1693029
1809,4,414,수유,2024-07,2013302
1810,4,415,미아,2024-07,896664
1811,4,416,미아사거리,2024-07,1597019
1812,4,417,길음,2024-07,1238457
1813,4,418,성신여대입구,2024-07,1257108
1814,4,419,한성대입구,2024-07,783785
1815,4,420,혜화,2024-07,2145138
1816,4,421,동대문(4),2024-07,1226859
1817,4,422,동대문역사문화공원(4),2024-07,1127172
1818,4,423,충무로(4),2024-07,1757644
1819,4,424,명동,2024-07,2057675
1820,4,425,회현,2024-07,1624236
1821,4,426,서울역(4),2024-07,1059998
1822,4,427,숙대입구,2024-07,851210
1823,4,428,삼각지(4),2024-07,420412
1824,4,429,신용산,2024-07,1275886
1825,4,430,이촌,2024-07,588828
1826,4,431,동작,2024-07,117450
1827,4,432,이수(총신대입구),2024-07,1206571
1828,4,433,사당(4),2024-07,1488019
1829,4,434,남태령,2024-07,79546
1830,5,2511,방화,2024-07,420058
1831,5,2512,개화산,2024-07,360373
1832,5,2513,김포공항(5),2024-07,596175
1833,5,2514,송정,2024-07,375940
1834,5,2515,마곡,2024-07,728691
1835,5,2516,발산,2024-07,1364214
1836,5,2517,우장산,2024-07,871676
1837,5,2518,화곡,2024-07,1634815
1838,5,2519,까치산(5),2024-07,1629563
1839,5,2520,신정,2024-07,734074
1840,5,2521,목동,2024-07,1018682
1841,5,2522,오목교,2024-07,1307413
1842,5,2523,양평(5),2024-07,451864
1843,5,2524,영등포구청(5),2024-07,287873
1844,5,2525,영등포시장,2024-07,694213
1845,5,2526,신길(5),2024-07,303347
1846,5,2527,여의도(5),2024-07,1763955
1847,5,2528,여의나루,2024-07,806381
1848,5,2529,마포,2024-07,878060
1849,5,2530,공덕(5),2024-07,878013
1850,5,2531,애오개,2024-07,406844
1851,5,2532,충정로(5),2024-07,278397
1852,5,2533,서대문,2024-07,1165298
1853,5,2534,광화문,2024-07,1978682
1854,5,2535,종로3가(5),2024-07,922874
1855,5,2536,을지로4가(5),2024-07,378072
1856,5,2537,동대문역사문화공원(5),2024-07,201225
1857,5,2538,청구(5),2024-07,226684
1858,5,2539,신금호,2024-07,397964
1859,5,2540,행당,2024-07,457715
1860,5,2541,왕십리(5),2024-07,305157
1861,5,2542,마장,2024-07,335698
1862,5,2543,답십리,2024-07,949933
1863,5,2544,장한평,2024-07,1162654
1864,5,2545,군자(5),2024-07,721743
1865,5,2546,아차산,2024-07,862167
1866,5,2547,광나루,2024-07,781975
1867,5,2548,천호(5),2024-07,1179928
1868,5,2549,강동,2024-07,1092503
1869,5,2550,길동,2024-07,511305
1870,5,2551,굽은다리,2024-07,594950
1871,5,2552,명일,2024-07,541200
1872,5,2553,고덕,2024-07,642416
1873,5,2554,상일동,2024-07,868467
1874,5,2555,둔촌동,2024-07,542269
1875,5,2556,올림픽공원(5),2024-07,341583
1876,5,2557,방이,2024-07,451276
1877,5,2558,오금(5),2024-07,220519
1878,5,2559,개롱,2024-07,404354
1879,5,2560,거여,2024-07,593394
1880,5,2561,마천,2024-07,428362
1881,5,2562,강일,2024-07,350817
1882,5,2563,미사,2024-07,1090896
1883,5,2564,하남풍산,2024-07,273865
1884,5,2565,하남시청,2024-07,493243
1885,5,2566,하남검단산,2024-07,401512
1886,6,2611,응암,2024-07,1049507
1887,6,2612,역촌,2024-07,248031
1888,6,2613,불광(6),2024-07,291866
1889,6,2614,독바위,2024-07,176385
1890,6,2616,구산,2024-07,442681
1891,6,2617,새절,2024-07,736329
1892,6,2618,증산,2024-07,584981
1893,6,2619,디지털미디어시티(6),2024-07,913474
1894,6,2620,월드컵경기장,2024-07,397099
1895,6,2621,마포구청,2024-07,838951
1896,6,2622,망원,2024-07,957426
1897,6,2623,합정(6),2024-07,832215
1898,6,2624,상수,2024-07,643561
1899,6,2625,광흥창,2024-07,554296
1900,6,2626,대흥,2024-07,546767
1901,6,2627,공덕(6),2024-07,1118757
1902,6,2628,효창공원앞,2024-07,408847
1903,6,2629,삼각지(6),2024-07,432875
1904,6,2630,녹사평,2024-07,318477
1905,6,2631,이태원,2024-07,717388
1906,6,2632,한강진,2024-07,672960
1907,6,2633,버티고개,2024-07,130674
1908,6,2634,약수(6),2024-07,223427
1909,6,2635,청구(6),2024-07,232851
1910,6,2636,신당(6),2024-07,533154
1911,6,2637,동묘앞(6),2024-07,516987
1912,6,2638,창신,2024-07,189612
1913,6,2639,보문,2024-07,456927
1914,6,2640,안암,2024-07,660155
1915,6,2641,고려대,2024-07,484055
1916,6,2642,월곡,2024-07,681669
1917,6,2643,상월곡,2024-07,364585
1918,6,2644,돌곶이,2024-07,588759
1919,6,2645,석계(6),2024-07,750912
1920,6,2646,태릉입구(6),2024-07,355391
1921,6,2647,화랑대,2024-07,614844
1922,6,2648,봉화산,2024-07,523281
1923,7,2711,장암,2024-07,126540
1924,7,2712,도봉산(7),2024-07,581030
1925,7,2713,수락산,2024-07,752707
1926,7,2714,마들,2024-07,763838
1927,7,2715,노원(7),2024-07,1515083
1928,7,2716,중계,2024-07,839274
1929,7,2717,하계,2024-07,1036947
1930,7,2718,공릉,2024-07,711052
1931,7,2719,태릉입구(7),2024-07,512484
1932,7,2720,먹골,2024-07,611994
1933,7,2721,중화,2024-07,620259
1934,7,2722,상봉(7),2024-07,1035646
1935,7,2723,면목,2024-07,866709
1936,7,2724,사가정,2024-07,959988
1937,7,2725,용마산,2024-07,339680
1938,7,2726,중곡,2024-07,635266
1939,7,2727,군자(7),2024-07,831967
1940,7,2728,어린이대공원,2024-07,821957
1941,7,2729,건대입구(7),2024-07,810384
1942,7,2730,자양,2024-07,549381
1943,7,2731,청담,2024-07,1146039
1944,7,2732,강남구청,2024-07,992681
1945,7,2733,학동,2024-07,1406837
1946,7,2734,논현,2024-07,1107713
1947,7,2735,반포,2024-07,378975
1948,7,2736,고속터미널(7),2024-07,963331
1949,7,2737,내방,2024-07,871758
1950,7,2738,이수(7),2024-07,992914
1951,7,2739,남성,2024-07,667982
1952,7,2740,숭실대입구,2024-07,732385
1953,7,2741,상도,2024-07,666084
1954,7,2742,장승배기,2024-07,550592
1955,7,2743,신대방삼거리,2024-07,874772
1956,7,2744,보라매,2024-07,408981
1957,7,2745,신풍,2024-07,666135
1958,7,2746,대림(7),2024-07,573048
1959,7,2747,남구로,2024-07,887360
1960,7,2748,가산디지털단지(7),2024-07,2522785
1961,7,2749,철산,2024-07,1290810
1962,7,2750,광명사거리,2024-07,1195074
1963,7,2751,천왕,2024-07,679707
1964,7,2752,온수(7),2024-07,540165
1965,8,2811,암사,2024-07,1068601
1966,8,2812,천호(8),2024-07,989849
1967,8,2813,강동구청,2024-07,628392
1968,8,2814,몽촌토성,2024-07,411123
1969,8,2815,잠실(8),2024-07,1114534
1970,8,2816,석촌(8),2024-07,531756
1971,8,2817,송파,2024-07,571844
1972,8,2818,가락시장(8),2024-07,486435
1973,8,2819,문정,2024-07,1302026
1974,8,2820,장지,2024-07,997043
1975,8,2821,복정(8),2024-07,512979
1976,8,2822,산성,2024-07,381466
1977,8,2823,남한산성입구,2024-07,724696
1978,8,2824,단대오거리,2024-07,691457
1979,8,2825,신흥,2024-07,320521
1980,8,2826,수진,2024-07,326545
1981,8,2827,모란(8),2024-07,280293
1982,8,2828,남위례,2024-07,433690
1983,9,4126,언주,2024-07,418087
1984,9,4127,선정릉,2024-07,346005
1985,9,4128,삼성중앙,2024-07,279807
1986,9,4129,봉은사,2024-07,793515
1987,9,4130,종합운동장(9),2024-07,188794
1988,9,4131,삼전,2024-07,302974
1989,9,4132,석촌고분,2024-07,273213
1990,9,4133,석촌(9),2024-07,359825
1991,9,4134,송파나루,2024-07,229802
1992,9,4135,한성백제,2024-07,121915
1993,9,4136,올림픽공원(9),2024-07,257937
1994,9,4137,둔촌오륜,2024-07,52816
1995,9,4138,중앙보훈병원,2024-07,426854
1996,1,150,서울역(1),2024-08,3128207
1997,1,151,시청(1),2024-08,1415243
1998,1,152,종각,2024-08,2131941
1999,1,153,종로3가(1),2024-08,1354430
2000,1,154,종로5가,2024-08,1314898
2001,1,155,동대문(1),2024-08,671822
2002,1,156,신설동(1),2024-08,793061
2003,1,157,제기동,2024-08,952169
2004,1,158,청량리,2024-08,1308052
2005,1,159,동묘앞(1),2024-08,569731
2006,2,201,시청(2),2024-08,1398931
2007,2,202,을지로입구,2024-08,2810436
2008,2,203,을지로3가(2),2024-08,1386354
2009,2,204,을지로4가(2),2024-08,790055
2010,2,205,동대문역사문화공원(2),2024-08,967339
2011,2,206,신당(2),2024-08,862094
2012,2,207,상왕십리,2024-08,803687
2013,2,208,왕십리(2),2024-08,851680
2014,2,209,한양대,2024-08,436144
2015,2,210,뚝섬,2024-08,1409662
2016,2,211,성수,2024-08,2555879
2017,2,212,건대입구(2),2024-08,2114901
2018,2,213,구의,2024-08,1388272
2019,2,214,강변,2024-08,1672237
2020,2,215,잠실나루,2024-08,798660
2021,2,216,잠실(2),2024-08,4735571
2022,2,217,잠실새내,2024-08,1371416
2023,2,218,종합운동장(2),2024-08,1057209
2024,2,219,삼성,2024-08,3179011
2025,2,220,선릉,2024-08,2931053
2026,2,221,역삼,2024-08,2912978
2027,2,222,강남,2024-08,4575269
2028,2,223,교대(2),2024-08,1819203
2029,2,224,서초,2024-08,1183531
2030,2,225,방배,2024-08,855124
2031,2,226,사당(2),2024-08,2425614
2032,2,227,낙성대,2024-08,1550898
2033,2,228,서울대입구,2024-08,2576744
2034,2,229,봉천,2024-08,1335420
2035,2,230,신림,2024-08,3128677
2036,2,231,신대방,2024-08,1413667
2037,2,232,구로디지털단지,2024-08,3154467
2038,2,233,대림(2),2024-08,1382414
2039,2,234,신도림,2024-08,2904626
2040,2,235,문래,2024-08,1272921
2041,2,236,영등포구청(2),2024-08,1237337
2042,2,237,당산,2024-08,1042647
2043,2,238,합정(2),2024-08,1992550
2044,2,239,홍대입구,2024-08,4587953
2045,2,240,신촌,2024-08,2161423
2046,2,241,이대,2024-08,900787
2047,2,242,아현,2024-08,590173
2048,2,243,충정로(2),2024-08,565291
2049,2,244,용답,2024-08,168009
2050,2,245,신답,2024-08,95582
2051,2,246,신설동(2),2024-08,213747
2052,2,247,도림천,2024-08,77741
2053,2,248,양천구청,2024-08,382248
2054,2,249,신정네거리,2024-08,574030
2055,2,250,용두,2024-08,144021
2056,3,309,지축,2024-08,425168
2057,3,310,구파발,2024-08,1245800
2058,3,311,연신내(3),2024-08,1914554
2059,3,312,불광(3),2024-08,982534
2060,3,313,녹번,2024-08,807361
2061,3,314,홍제,2024-08,966590
2062,3,315,무악재,2024-08,248368
2063,3,316,독립문,2024-08,443266
2064,3,317,경복궁,2024-08,1321519
2065,3,318,안국,2024-08,1504102
2066,3,319,종로3가(3),2024-08,675893
2067,3,320,을지로3가(3),2024-08,645606
2068,3,322,동대입구,2024-08,547035
2069,3,323,약수(3),2024-08,723816
2070,3,324,금호,2024-08,437928
2071,3,325,옥수,2024-08,513735
2072,3,326,압구정,2024-08,1791317
2073,3,327,신사,2024-08,1592042
2074,3,328,잠원,2024-08,281951
2075,3,329,고속터미널(3),2024-08,2994429
2076,3,330,교대(3),2024-08,712356
2077,3,331,남부터미널,2024-08,1703814
2078,3,332,양재,2024-08,2052770
2079,3,333,매봉,2024-08,665308
2080,3,334,도곡,2024-08,323058
2081,3,335,대치,2024-08,738380
2082,3,336,학여울,2024-08,186706
2083,3,337,대청,2024-08,580866
2084,3,338,일원,2024-08,585463
2085,3,339,수서,2024-08,1087253
2086,3,340,가락시장(3),2024-08,489692
2087,3,341,경찰병원,2024-08,417718
2088,3,342,오금(3),2024-08,346184
2089,4,409,불암산,2024-08,536940
2090,4,410,상계,2024-08,1046938
2091,4,411,노원(4),2024-08,1695045
2092,4,412,창동,2024-08,1555415
2093,4,413,쌍문,2024-08,1586662
2094,4,414,수유,2024-08,1911429
2095,4,415,미아,2024-08,838721
2096,4,416,미아사거리,2024-08,1503928
2097,4,417,길음,2024-08,1147193
2098,4,418,성신여대입구,2024-08,1199273
2099,4,419,한성대입구,2024-08,728473
2100,4,420,혜화,2024-08,2091253
2101,4,421,동대문(4),2024-08,1084925
2102,4,422,동대문역사문화공원(4),2024-08,1076423
2103,4,423,충무로(4),2024-08,1663138
2104,4,424,명동,2024-08,2087296
2105,4,425,회현,2024-08,1488383
2106,4,426,서울역(4),2024-08,1036981
2107,4,427,숙대입구,2024-08,796400
2108,4,428,삼각지(4),2024-08,402263
2109,4,429,신용산,2024-08,1201097
2110,4,430,이촌,2024-08,568512
2111,4,431,동작,2024-08,107375
2112,4,432,이수(총신대입구),2024-08,1120439
