연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
2784,7,2715,노원(7),2024-10,1229277
2785,7,2716,중계,2024-10,864894
2786,7,2717,하계,2024-10,1074394
2787,7,2718,공릉,2024-10,754673
2788,7,2719,태릉입구(7),2024-10,529780
2789,7,2720,먹골,2024-10,603068
2790,7,2721,중화,2024-10,631724
2791,7,2722,상봉(7),2024-10,1041039
2792,7,2723,면목,2024-10,886370
2793,7,2724,사가정,2024-10,995930
2794,7,2725,용마산,2024-10,359017
2795,7,2726,중곡,2024-10,637158
2796,7,2727,군자(7),2024-10,814363
2797,7,2728,어린이대공원,2024-10,1091438
2798,7,2729,건대입구(7),2024-10,864860
2799,7,2730,자양,2024-10,735371
2800,7,2731,청담,2024-10,1121187
2801,7,2732,강남구청,2024-10,975708
2802,7,2733,학동,2024-10,1322278
2803,7,2734,논현,2024-10,1080156
2804,7,2735,반포,2024-10,385715
2805,7,2736,고속터미널(7),2024-10,995366
2806,7,2737,내방,2024-10,848553
2807,7,2738,이수(7),2024-10,972906
2808,7,2739,남성,2024-10,670062
2809,7,2740,숭실대입구,2024-10,907470
2810,7,2741,상도,2024-10,733628
2811,7,2742,장승배기,2024-10,549116
2812,7,2743,신대방삼거리,2024-10,871544
2813,7,2744,보라매,2024-10,411388
2814,7,2745,신풍,2024-10,671193
2815,7,2746,대림(7),2024-10,573100
2816,7,2747,남구로,2024-10,858499
2817,7,2748,가산디지털단지(7),2024-10,2296663
2818,7,2749,철산,2024-10,1295184
2819,7,2750,광명사거리,2024-10,1218940
2820,7,2751,천왕,2024-10,668543
2821,7,2752,온수(7),2024-10,582383
2822,8,2810,암사역사공원,2024-10,349048
2823,8,2811,암사,2024-10,973063
2824,8,2812,천호(8),2024-10,1094469
2825,8,2813,강동구청,2024-10,635650
2826,8,2814,몽촌토성,2024-10,480018
2827,8,2815,잠실(8),2024-10,1200943
2828,8,2816,석촌(8),2024-10,566691
2829,8,2817,송파,2024-10,563923
2830,8,2818,가락시장(8),2024-10,527163
2831,8,2819,문정,2024-10,1261110
2832,8,2820,장지,2024-10,1001088
2833,8,2821,복정(8),2024-10,559650
2834,8,2822,산성,2024-10,389670
2835,8,2823,남한산성입구,2024-10,807926
2836,8,2824,단대오거리,2024-10,712152
2837,8,2825,신흥,2024-10,317867
2838,8,2826,수진,2024-10,330032
2839,8,2827,모란(8),2024-10,299050
2840,8,2828,남위례,2024-10,454426
2841,9,4126,언주,2024-10,394960
2842,9,4127,선정릉,2024-10,335426
2843,9,4128,삼성중앙,2024-10,263394
2844,9,4129,봉은사,2024-10,731072
2845,9,4130,종합운동장(9),2024-10,184399
2846,9,4131,삼전,2024-10,297971
2847,9,4132,석촌고분,2024-10,263616
2848,9,4133,석촌(9),2024-10,357545
2849,9,4134,송파나루,2024-10,218445
2850,9,4135,한성백제,2024-10,127201
2851,9,4136,올림픽공원(9),2024-10,321739
2852,9,4137,둔촌오륜,2024-10,51214
2853,9,4138,중앙보훈병원,2024-10,419235
2854,1,150,서울역(1),2024-11,3384423
2855,1,151,시청(1),2024-11,1656356
2856,1,152,종각,2024-11,2243003
2857,1,153,종로3가(1),2024-11,1541606
2858,1,154,종로5가,2024-11,1405605
2859,1,155,동대문(1),2024-11,755122
2860,1,156,신설동(1),2024-11,854955
2861,1,157,제기동,2024-11,1050483
2862,1,158,청량리,2024-11,1397459
2863,1,159,동묘앞(1),2024-11,668410
2864,2,201,시청(2),2024-11,1581137
2865,2,202,을지로입구,2024-11,3001802
2866,2,203,을지로3가(2),2024-11,1474309
2867,2,204,을지로4가(2),2024-11,842851
2868,2,205,동대문역사문화공원(2),2024-11,1036671
2869,2,206,신당(2),2024-11,946074
2870,2,207,상왕십리,2024-11,870165
2871,2,208,왕십리(2),2024-11,941464
2872,2,209,한양대,2024-11,821548
2873,2,210,뚝섬,2024-11,1576262
2874,2,211,성수,2024-11,2918184
2875,2,212,건대입구(2),2024-11,2346101
2876,2,213,구의,2024-11,1506074
2877,2,214,강변,2024-11,1716157
2878,2,215,잠실나루,2024-11,883385
2879,2,216,잠실(2),2024-11,4844984
2880,2,217,잠실새내,2024-11,1420414
2881,2,218,종합운동장(2),2024-11,566624
2882,2,219,삼성,2024-11,3257741
2883,2,220,선릉,2024-11,3084074
2884,2,221,역삼,2024-11,3018514
2885,2,222,강남,2024-11,4601573
2886,2,223,교대(2),2024-11,1991555
2887,2,224,서초,2024-11,1318892
2888,2,225,방배,2024-11,1067390
2889,2,226,사당(2),2024-11,2702144
2890,2,227,낙성대,2024-11,1642549
2891,2,228,서울대입구,2024-11,2778205
2892,2,229,봉천,2024-11,1402900
2893,2,230,신림,2024-11,3293057
2894,2,231,신대방,2024-11,1507801
2895,2,232,구로디지털단지,2024-11,3337691
2896,2,233,대림(2),2024-11,1499496
2897,2,234,신도림,2024-11,3144363
2898,2,235,문래,2024-11,1396516
2899,2,236,영등포구청(2),2024-11,1354124
2900,2,237,당산,2024-11,1211409
2901,2,238,합정(2),2024-11,2083806
2902,2,239,홍대입구,2024-11,4679654
2903,2,240,신촌,2024-11,2426920
2904,2,241,이대,2024-11,1140028
2905,2,242,아현,2024-11,655432
2906,2,243,충정로(2),2024-11,630154
2907,2,244,용답,2024-11,195396
2908,2,245,신답,2024-11,104729
2909,2,246,신설동(2),2024-11,236893
2910,2,247,도림천,2024-11,81217
2911,2,248,양천구청,2024-11,433085
2912,2,249,신정네거리,2024-11,625714
2913,2,250,용두,2024-11,157554
2914,3,309,지축,2024-11,465291
2915,3,310,구파발,2024-11,1331723
2916,3,311,연신내(3),2024-11,2019726
2917,3,312,불광(3),2024-11,1067209
2918,3,313,녹번,2024-11,892127
2919,3,314,홍제,2024-11,1083253
2920,3,315,무악재,2024-11,268116
2921,3,316,독립문,2024-11,509963
2922,3,317,경복궁,2024-11,1798188
2923,3,318,안국,2024-11,1831648
2924,3,319,종로3가(3),2024-11,738044
2925,3,320,을지로3가(3),2024-11,709022
2926,3,322,동대입구,2024-11,815551
2927,3,323,약수(3),2024-11,776178
2928,3,324,금호,2024-11,477804
2929,3,325,옥수,2024-11,568394
2930,3,326,압구정,2024-11,1930846
2931,3,327,신사,2024-11,1690314
2932,3,328,잠원,2024-11,312492
2933,3,329,고속터미널(3),2024-11,3089407
2934,3,330,교대(3),2024-11,791029
2935,3,331,남부터미널,2024-11,1868337
2936,3,332,양재,2024-11,2276702
2937,3,333,매봉,2024-11,731543
2938,3,334,도곡,2024-11,371337
2939,3,335,대치,2024-11,745895
2940,3,336,학여울,2024-11,164131
2941,3,337,대청,2024-11,636477
2942,3,338,일원,2024-11,646998
2943,3,339,수서,2024-11,1204653
2944,3,340,가락시장(3),2024-11,560255
2945,3,341,경찰병원,2024-11,437734
2946,3,342,오금(3),2024-11,381714
2947,4,409,불암산,2024-11,559664
2948,4,410,상계,2024-11,1160229
2949,4,411,노원(4),2024-11,1384826
2950,4,412,창동,2024-11,1700034
2951,4,413,쌍문,2024-11,1718688
2952,4,414,수유,2024-11,2081494
2953,4,415,미아,2024-11,950091
2954,4,416,미아사거리,2024-11,1605343
2955,4,417,길음,2024-11,1337159
2956,4,418,성신여대입구,2024-11,1379483
2957,4,419,한성대입구,2024-11,897427
2958,4,420,혜화,2024-11,2360419
2959,4,421,동대문(4),2024-11,1197362
2960,4,422,동대문역사문화공원(4),2024-11,1147719
2961,4,423,충무로(4),2024-11,1923851
2962,4,424,명동,2024-11,2389260
2963,4,425,회현,2024-11,1739405
2964,4,426,서울역(4),2024-11,1144988
2965,4,427,숙대입구,2024-11,960731
2966,4,428,삼각지(4),2024-11,445720
2967,4,429,신용산,2024-11,1305110
2968,4,430,이촌,2024-11,561593
2969,4,431,동작,2024-11,125674
2970,4,432,이수(총신대입구),2024-11,1231022
2971,4,433,사당(4),2024-11,1565344
2972,4,434,남태령,2024-11,83735
2973,5,2511,방화,2024-11,411262
2974,5,2512,개화산,2024-11,363998
2975,5,2513,김포공항(5),2024-11,629074
2976,5,2514,송정,2024-11,378909
2977,5,2515,마곡,2024-11,684817
2978,5,2516,발산,2024-11,1387369
2979,5,2517,우장산,2024-11,892107
2980,5,2518,화곡,2024-11,1642958
2981,5,2519,까치산(5),2024-11,1628063
2982,5,2520,신정,2024-11,730798
2983,5,2521,목동,2024-11,1025915
2984,5,2522,오목교,2024-11,1292498
2985,5,2523,양평(5),2024-11,454430
2986,5,2524,영등포구청(5),2024-11,292557
2987,5,2525,영등포시장,2024-11,725747
2988,5,2526,신길(5),2024-11,311631
2989,5,2527,여의도(5),2024-11,1736137
2990,5,2528,여의나루,2024-11,877338
2991,5,2529,마포,2024-11,883276
2992,5,2530,공덕(5),2024-11,883080
2993,5,2531,애오개,2024-11,385859
2994,5,2532,충정로(5),2024-11,287098
2995,5,2533,서대문,2024-11,1184657
2996,5,2534,광화문,2024-11,2086455
2997,5,2535,종로3가(5),2024-11,979712
2998,5,2536,을지로4가(5),2024-11,381131
2999,5,2537,동대문역사문화공원(5),2024-11,195974
3000,5,2538,청구(5),2024-11,225033
3001,5,2539,신금호,2024-11,401516
3002,5,2540,행당,2024-11,462649
3003,5,2541,왕십리(5),2024-11,309119
3004,5,2542,마장,2024-11,355898
3005,5,2543,답십리,2024-11,958352
3006,5,2544,장한평,2024-11,1175616
3007,5,2545,군자(5),2024-11,767500
3008,5,2546,아차산,2024-11,923896
3009,5,2547,광나루,2024-11,722790
3010,5,2548,천호(5),2024-11,1195620
3011,5,2549,강동,2024-11,1123006
3012,5,2550,길동,2024-11,529695
3013,5,2551,굽은다리,2024-11,587475
3014,5,2552,명일,2024-11,510970
3015,5,2553,고덕,2024-11,625524
3016,5,2554,상일동,2024-11,869404
3017,5,2555,둔촌동,2024-11,556697
3018,5,2556,올림픽공원(5),2024-11,336864
3019,5,2557,방이,2024-11,463444
3020,5,2558,오금(5),2024-11,225925
3021,5,2559,개롱,2024-11,415236
3022,5,2560,거여,2024-11,606089
3023,5,2561,마천,2024-11,433926
3024,5,2562,강일,2024-11,363557
3025,5,2563,미사,2024-11,1113495
3026,5,2564,하남풍산,2024-11,280314
3027,5,2565,하남시청,2024-11,511255
3028,5,2566,하남검단산,2024-11,409110
3029,6,2611,응암,2024-11,1071042
3030,6,2612,역촌,2024-11,245663
3031,6,2613,불광(6),2024-11,287535
3032,6,2614,독바위,2024-11,171504
3033,6,2616,구산,2024-11,438174
3034,6,2617,새절,2024-11,749202
3035,6,2618,증산,2024-11,582065
3036,6,2619,디지털미디어시티(6),2024-11,931611
3037,6,2620,월드컵경기장,2024-11,477531
3038,6,2621,마포구청,2024-11,862176
3039,6,2622,망원,2024-11,1006942
3040,6,2623,합정(6),2024-11,851256
3041,6,2624,상수,2024-11,696677
3042,6,2625,광흥창,2024-11,553444
3043,6,2626,대흥,2024-11,602951
3044,6,2627,공덕(6),2024-11,1128927
3045,6,2628,효창공원앞,2024-11,452083
3046,6,2629,삼각지(6),2024-11,470281
3047,6,2630,녹사평,2024-11,339583
3048,6,2631,이태원,2024-11,771309
3049,6,2632,한강진,2024-11,696988
3050,6,2633,버티고개,2024-11,136709
3051,6,2634,약수(6),2024-11,226916
3052,6,2635,청구(6),2024-11,228631
3053,6,2636,신당(6),2024-11,543864
3054,6,2637,동묘앞(6),2024-11,570234
3055,6,2638,창신,2024-11,203041
3056,6,2639,보문,2024-11,483581
3057,6,2640,안암,2024-11,836517
3058,6,2641,고려대,2024-11,569069
3059,6,2642,월곡,2024-11,716911
3060,6,2643,상월곡,2024-11,378480
3061,6,2644,돌곶이,2024-11,598443
3062,6,2645,석계(6),2024-11,775178
3063,6,2646,태릉입구(6),2024-11,382861
3064,6,2647,화랑대,2024-11,672911
3065,6,2648,봉화산,2024-11,517873
3066,7,2711,장암,2024-11,127735
3067,7,2712,도봉산(7),2024-11,628353
3068,7,2713,수락산,2024-11,765608
3069,7,2714,마들,2024-11,798647
3070,7,2715,노원(7),2024-11,1243032
3071,7,2716,중계,2024-11,867892
3072,7,2717,하계,2024-11,1092586
3073,7,2718,공릉,2024-11,769709
3074,7,2719,태릉입구(7),2024-11,525973
3075,7,2720,먹골,2024-11,600816
3076,7,2721,중화,2024-11,632351
3077,7,2722,상봉(7),2024-11,1050139
3078,7,2723,면목,2024-11,878195
3079,7,2724,사가정,2024-11,990246
3080,7,2725,용마산,2024-11,347536
3081,7,2726,중곡,2024-11,643360
3082,7,2727,군자(7),2024-11,810926
3083,7,2728,어린이대공원,2024-11,1079426
3084,7,2729,건대입구(7),2024-11,882305
3085,7,2730,자양,2024-11,544628
3086,7,2731,청담,2024-11,1133088
3087,7,2732,강남구청,2024-11,1001913
3088,7,2733,학동,2024-11,1360331
3089,7,2734,논현,2024-11,1096550
3090,7,2735,반포,2024-11,385950
3091,7,2736,고속터미널(7),2024-11,1024905
3092,7,2737,내방,2024-11,868002
3093,7,2738,이수(7),2024-11,986861
3094,7,2739,남성,2024-11,674522
3095,7,2740,숭실대입구,2024-11,910103
3096,7,2741,상도,2024-11,763601
3097,7,2742,장승배기,2024-11,551581
3098,7,2743,신대방삼거리,2024-11,872420
3099,7,2744,보라매,2024-11,418249
3100,7,2745,신풍,2024-11,686147
3101,7,2746,대림(7),2024-11,569647
3102,7,2747,남구로,2024-11,869443
3103,7,2748,가산디지털단지(7),2024-11,2377464
3104,7,2749,철산,2024-11,1297503
3105,7,2750,광명사거리,2024-11,1222282
3106,7,2751,천왕,2024-11,675392
3107,7,2752,온수(7),2024-11,587851
3108,8,2810,암사역사공원,2024-11,337245
3109,8,2811,암사,2024-11,963585
3110,8,2812,천호(8),2024-11,1108787
3111,8,2813,강동구청,2024-11,646818
3112,8,2814,몽촌토성,2024-11,484792
3113,8,2815,잠실(8),2024-11,1249095
3114,8,2816,석촌(8),2024-11,573599
3115,8,2817,송파,2024-11,580545
3116,8,2818,가락시장(8),2024-11,550782
3117,8,2819,문정,2024-11,1309073
3118,8,2820,장지,2024-11,1017513
3119,8,2821,복정(8),2024-11,571290
3120,8,2822,산성,2024-11,392795
3121,8,2823,남한산성입구,2024-11,814147
3122,8,2824,단대오거리,2024-11,722713
3123,8,2825,신흥,2024-11,320921
3124,8,2826,수진,2024-11,332617
3125,8,2827,모란(8),2024-11,296057
3126,8,2828,남위례,2024-11,466549
3127,9,4126,언주,2024-11,405226
3128,9,4127,선정릉,2024-11,349860
3129,9,4128,삼성중앙,2024-11,274329
3130,9,4129,봉은사,2024-11,768738
3131,9,4130,종합운동장(9),2024-11,179069
3132,9,4131,삼전,2024-11,304932
3133,9,4132,석촌고분,2024-11,268368
3134,9,4133,석촌(9),2024-11,356765
3135,9,4134,송파나루,2024-11,222535
3136,9,4135,한성백제,2024-11,134487
3137,9,4136,올림픽공원(9),2024-11,344062
3138,9,4137,둔촌오륜,2024-11,51287
3139,9,4138,중앙보훈병원,2024-11,423030
3140,1,150,서울역(1),2024-12,3344295
3141,1,151,시청(1),2024-12,1659213
3142,1,152,종각,2024-12,2326499
3143,1,153,종로3가(1),2024-12,1541170
3144,1,154,종로5가,2024-12,1387309
3145,1,155,동대문(1),2024-12,763174
3146,1,156,신설동(1),2024-12,841008
3147,1,157,제기동,2024-12,1022329
3148,1,158,청량리,2024-12,1380964
3149,1,159,동묘앞(1),2024-12,628599
3150,2,201,시청(2),2024-12,1538624
3151,2,202,을지로입구,2024-12,3165783
3152,2,203,을지로3가(2),2024-12,1496515
3153,2,204,을지로4가(2),2024-12,836927
3154,2,205,동대문역사문화공원(2),2024-12,1063772
3155,2,206,신당(2),2024-12,957167
3156,2,207,상왕십리,2024-12,862872
3157,2,208,왕십리(2),2024-12,946853
3158,2,209,한양대,2024-12,670547
3159,2,210,뚝섬,2024-12,1544278
3160,2,211,성수,2024-12,3075289
3161,2,212,건대입구(2),2024-12,2402357
3162,2,213,구의,2024-12,1508777
3163,2,214,강변,2024-12,1710852
3164,2,215,잠실나루,2024-12,845059
3165,2,216,잠실(2),2024-12,5331272
3166,2,217,잠실새내,2024-12,1444254
3167,2,218,종합운동장(2),2024-12,533563
3168,2,219,삼성,2024-12,3372104
3169,2,220,선릉,2024-12,3058722
3170,2,221,역삼,2024-12,2951053
3171,2,222,강남,2024-12,4739126
3172,2,223,교대(2),2024-12,1978335
3173,2,224,서초,2024-12,1329537
3174,2,225,방배,2024-12,1017396
3175,2,226,사당(2),2024-12,2849427
3176,2,227,낙성대,2024-12,1627062
3177,2,228,서울대입구,2024-12,2749955
3178,2,229,봉천,2024-12,1402671
3179,2,230,신림,2024-12,3338240
3180,2,231,신대방,2024-12,1496297
3181,2,232,구로디지털단지,2024-12,3342725
3182,2,233,대림(2),2024-12,1489308
3183,2,234,신도림,2024-12,3175166
3184,2,235,문래,2024-12,1399386
3185,2,236,영등포구청(2),2024-12,1355563
3186,2,237,당산,2024-12,1237549
3187,2,238,합정(2),2024-12,2135079
3188,2,239,홍대입구,2024-12,4985902
3189,2,240,신촌,2024-12,2428263
3190,2,241,이대,2024-12,1043303
3191,2,242,아현,2024-12,640859
3192,2,243,충정로(2),2024-12,622543
3193,2,244,용답,2024-12,186182
3194,2,245,신답,2024-12,103010
3195,2,246,신설동(2),2024-12,231446
3196,2,247,도림천,2024-12,80779
3197,2,248,양천구청,2024-12,418801
3198,2,249,신정네거리,2024-12,620388
3199,2,250,용두,2024-12,156959
3200,3,309,지축,2024-12,453069
3201,3,310,구파발,2024-12,1308004
3202,3,311,연신내(3),2024-12,2042622
3203,3,312,불광(3),2024-12,1047145
3204,3,313,녹번,2024-12,873893
3205,3,314,홍제,2024-12,1050869
3206,3,315,무악재,2024-12,256072
3207,3,316,독립문,2024-12,471092
3208,3,317,경복궁,2024-12,1581332
3209,3,318,안국,2024-12,1685351
3210,3,319,종로3가(3),2024-12,714115
3211,3,320,을지로3가(3),2024-12,717189
3212,3,322,동대입구,2024-12,694085
3213,3,323,약수(3),2024-12,757396
3214,3,324,금호,2024-12,473366
3215,3,325,옥수,2024-12,550397
3216,3,326,압구정,2024-12,1966083
3217,3,327,신사,2024-12,1725129
3218,3,328,잠원,2024-12,301874
3219,3,329,고속터미널(3),2024-12,3269112
3220,3,330,교대(3),2024-12,779649
3221,3,331,남부터미널,2024-12,1912945
3222,3,332,양재,2024-12,2252401
3223,3,333,매봉,2024-12,725810
3224,3,334,도곡,2024-12,362213
3225,3,335,대치,2024-12,688999
3226,3,336,학여울,2024-12,166646
3227,3,337,대청,2024-12,622858
3228,3,338,일원,2024-12,622838
3229,3,339,수서,2024-12,1182500
3230,3,340,가락시장(3),2024-12,562217
3231,3,341,경찰병원,2024-12,433788
3232,3,342,오금(3),2024-12,366033
3233,4,409,불암산,2024-12,554382
3234,4,410,상계,2024-12,1142626
3235,4,411,노원(4),2024-12,1405575
3236,4,412,창동,2024-12,1666563
3237,4,413,쌍문,2024-12,1722453
3238,4,414,수유,2024-12,2091926
3239,4,415,미아,2024-12,936100
3240,4,416,미아사거리,2024-12,1609218
3241,4,417,길음,2024-12,1286565
3242,4,418,성신여대입구,2024-12,1365924
3243,4,419,한성대입구,2024-12,851297
3244,4,420,혜화,2024-12,2377724
3245,4,421,동대문(4),2024-12,1161941
3246,4,422,동대문역사문화공원(4),2024-12,1159209
3247,4,423,충무로(4),2024-12,1816245
3248,4,424,명동,2024-12,2435918
3249,4,425,회현,2024-12,1711090
3250,4,426,서울역(4),2024-12,1088565
3251,4,427,숙대입구,2024-12,925676
3252,4,428,삼각지(4),2024-12,454157
3253,4,429,신용산,2024-12,1337184
3254,4,430,이촌,2024-12,632634
3255,4,431,동작,2024-12,110717
3256,4,432,이수(총신대입구),2024-12,1232126
3257,4,433,사당(4),2024-12,1576488
3258,4,434,남태령,2024-12,106666
3259,5,2511,방화,2024-12,406253
3260,5,2512,개화산,2024-12,363374
3261,5,2513,김포공항(5),2024-12,667276
3262,5,2514,송정,2024-12,384746
3263,5,2515,마곡,2024-12,684026
3264,5,2516,발산,2024-12,1414557
3265,5,2517,우장산,2024-12,881179
3266,5,2518,화곡,2024-12,1648418
3267,5,2519,까치산(5),2024-12,1626592
3268,5,2520,신정,2024-12,729707
3269,5,2521,목동,2024-12,1013215
3270,5,2522,오목교,2024-12,1316811
3271,5,2523,양평(5),2024-12,449593
3272,5,2524,영등포구청(5),2024-12,292927
3273,5,2525,영등포시장,2024-12,763305
3274,5,2526,신길(5),2024-12,336242
3275,5,2527,여의도(5),2024-12,2003802
3276,5,2528,여의나루,2024-12,895732
3277,5,2529,마포,2024-12,912693
3278,5,2530,공덕(5),2024-12,901552
3279,5,2531,애오개,2024-12,379050
3280,5,2532,충정로(5),2024-12,291024
3281,5,2533,서대문,2024-12,1173522
3282,5,2534,광화문,2024-12,2309294
3283,5,2535,종로3가(5),2024-12,966852
3284,5,2536,을지로4가(5),2024-12,372570
3285,5,2537,동대문역사문화공원(5),2024-12,198714
3286,5,2538,청구(5),2024-12,219537
3287,5,2539,신금호,2024-12,392900
3288,5,2540,행당,2024-12,456990
3289,5,2541,왕십리(5),2024-12,320655
3290,5,2542,마장,2024-12,356998
3291,5,2543,답십리,2024-12,954636
3292,5,2544,장한평,2024-12,1179091
3293,5,2545,군자(5),2024-12,774352
3294,5,2546,아차산,2024-12,885157
3295,5,2547,광나루,2024-12,684336
3296,5,2548,천호(5),2024-12,1224829
3297,5,2549,강동,2024-12,1113261
3298,5,2550,길동,2024-12,534797
3299,5,2551,굽은다리,2024-12,610081
3300,5,2552,명일,2024-12,508247
3301,5,2553,고덕,2024-12,619449
3302,5,2554,상일동,2024-12,859646
3303,5,2555,둔촌동,2024-12,602586
3304,5,2556,올림픽공원(5),2024-12,300514
3305,5,2557,방이,2024-12,451385
3306,5,2558,오금(5),2024-12,220648
3307,5,2559,개롱,2024-12,405482
3308,5,2560,거여,2024-12,598623
3309,5,2561,마천,2024-12,417703
3310,5,2562,강일,2024-12,356804
3311,5,2563,미사,2024-12,1120733
3312,5,2564,하남풍산,2024-12,280740
3313,5,2565,하남시청,2024-12,510172
3314,5,2566,하남검단산,2024-12,413250
3315,6,2611,응암,2024-12,1070833
3316,6,2612,역촌,2024-12,245619
3317,6,2613,불광(6),2024-12,284828
3318,6,2614,독바위,2024-12,168004
3319,6,2616,구산,2024-12,435260
3320,6,2617,새절,2024-12,733578
3321,6,2618,증산,2024-12,572213
3322,6,2619,디지털미디어시티(6),2024-12,915196
3323,6,2620,월드컵경기장,2024-12,284206
3324,6,2621,마포구청,2024-12,831822
3325,6,2622,망원,2024-12,1008633
3326,6,2623,합정(6),2024-12,864176
3327,6,2624,상수,2024-12,692749
3328,6,2625,광흥창,2024-12,569676
3329,6,2626,대흥,2024-12,569071
3330,6,2627,공덕(6),2024-12,1136804
3331,6,2628,효창공원앞,2024-12,426658
3332,6,2629,삼각지(6),2024-12,454189
3333,6,2630,녹사평,2024-12,319506
3334,6,2631,이태원,2024-12,773732
3335,6,2632,한강진,2024-12,753903
3336,6,2633,버티고개,2024-12,134702
3337,6,2634,약수(6),2024-12,232470
3338,6,2635,청구(6),2024-12,225371
3339,6,2636,신당(6),2024-12,562113
3340,6,2637,동묘앞(6),2024-12,562212
3341,6,2638,창신,2024-12,198188
3342,6,2639,보문,2024-12,473970
3343,6,2640,안암,2024-12,759139
3344,6,2641,고려대,2024-12,519209
3345,6,2642,월곡,2024-12,686084
3346,6,2643,상월곡,2024-12,366080
3347,6,2644,돌곶이,2024-12,586266
3348,6,2645,석계(6),2024-12,763252
3349,6,2646,태릉입구(6),2024-12,370863
3350,6,2647,화랑대,2024-12,633455
3351,6,2648,봉화산,2024-12,513930
3352,7,2711,장암,2024-12,118793
3353,7,2712,도봉산(7),2024-12,581736
3354,7,2713,수락산,2024-12,763035
3355,7,2714,마들,2024-12,779999
3356,7,2715,노원(7),2024-12,1283476
3357,7,2716,중계,2024-12,836150
3358,7,2717,하계,2024-12,1064802
3359,7,2718,공릉,2024-12,742531
3360,7,2719,태릉입구(7),2024-12,506282
3361,7,2720,먹골,2024-12,604400
3362,7,2721,중화,2024-12,630214
3363,7,2722,상봉(7),2024-12,1072666
3364,7,2723,면목,2024-12,860711
3365,7,2724,사가정,2024-12,978049
3366,7,2725,용마산,2024-12,337563
3367,7,2726,중곡,2024-12,637564
3368,7,2727,군자(7),2024-12,813094
3369,7,2728,어린이대공원,2024-12,957894
3370,7,2729,건대입구(7),2024-12,883603
3371,7,2730,자양,2024-12,475505
3372,7,2731,청담,2024-12,1089196
3373,7,2732,강남구청,2024-12,975863
3374,7,2733,학동,2024-12,1322963
3375,7,2734,논현,2024-12,1096129
3376,7,2735,반포,2024-12,379414
3377,7,2736,고속터미널(7),2024-12,1033275
3378,7,2737,내방,2024-12,855336
3379,7,2738,이수(7),2024-12,1005599
3380,7,2739,남성,2024-12,653738
3381,7,2740,숭실대입구,2024-12,796671
3382,7,2741,상도,2024-12,713528
3383,7,2742,장승배기,2024-12,548170
3384,7,2743,신대방삼거리,2024-12,860971
3385,7,2744,보라매,2024-12,415873
3386,7,2745,신풍,2024-12,687930
3387,7,2746,대림(7),2024-12,585729
3388,7,2747,남구로,2024-12,860738
3389,7,2748,가산디지털단지(7),2024-12,2318922
3390,7,2749,철산,2024-12,1296087
3391,7,2750,광명사거리,2024-12,1228932
3392,7,2751,천왕,2024-12,665524
3393,7,2752,온수(7),2024-12,556778
3394,8,2810,암사역사공원,2024-12,328783
3395,8,2811,암사,2024-12,958566
3396,8,2812,천호(8),2024-12,1140068
3397,8,2813,강동구청,2024-12,647687
3398,8,2814,몽촌토성,2024-12,452290
3399,8,2815,잠실(8),2024-12,1410451
3400,8,2816,석촌(8),2024-12,590063
3401,8,2817,송파,2024-12,586317
3402,8,2818,가락시장(8),2024-12,577517
3403,8,2819,문정,2024-12,1278361
3404,8,2820,장지,2024-12,1021100
3405,8,2821,복정(8),2024-12,537885
3406,8,2822,산성,2024-12,368191
3407,8,2823,남한산성입구,2024-12,764269
3408,8,2824,단대오거리,2024-12,706692
3409,8,2825,신흥,2024-12,323793
3410,8,2826,수진,2024-12,333034
3411,8,2827,모란(8),2024-12,297479
3412,8,2828,남위례,2024-12,449726
3413,9,4126,언주,2024-12,400204
3414,9,4127,선정릉,2024-12,347081
3415,9,4128,삼성중앙,2024-12,267928
3416,9,4129,봉은사,2024-12,780460
3417,9,4130,종합운동장(9),2024-12,181862
3418,9,4131,삼전,2024-12,303912
3419,9,4132,석촌고분,2024-12,270330
3420,9,4133,석촌(9),2024-12,359984
3421,9,4134,송파나루,2024-12,236618
3422,9,4135,한성백제,2024-12,123910
3423,9,4136,올림픽공원(9),2024-12,317214
3424,9,4137,둔촌오륜,2024-12,77633
3425,9,4138,중앙보훈병원,2024-12,424873
